,Links,Needs Caption
87,https://www.youtube.com/watch?v=ZFLiKClKKhs,false
88,https://www.youtube.com/watch?v=hfo004_4xwU,false
89,https://www.youtube.com/watch?v=oDMlKOKr9bA,false
90,https://www.youtube.com/watch?v=gufK2-FUuF4,false
91,https://www.youtube.com/watch?v=jyjMlLmlRV8,false
92,https://www.youtube.com/watch?v=H8GptHQ0W2U,false
93,https://www.youtube.com/watch?v=kt78qhcnmQo,false
94,https://www.youtube.com/watch?v=WZ6NdfwlKIQ,false
95,https://www.youtube.com/watch?v=DS1FcT93Qy8,false
96,https://www.youtube.com/watch?v=lhhKVq0uYIo,false
97,https://www.youtube.com/watch?v=sG90GdrNEdM,false
98,https://www.youtube.com/watch?v=ipFhGlt8Qkw,false
99,https://www.youtube.com/watch?v=Skry6cKyz50,false
100,https://www.youtube.com/watch?v=A_1lGkbIx7M,false
101,https://www.youtube.com/watch?v=W9pvsDsDi1Y,false
102,https://www.youtube.com/watch?v=bKLM_tWOoYg,false
103,https://www.youtube.com/watch?v=n4kOeYy6wZs,false
104,https://www.youtube.com/watch?v=LtlyeDAJR7A,false
105,https://www.youtube.com/watch?v=4V3uB12mRrU,false
106,https://www.youtube.com/watch?v=Fbf4800fkfQ,false
107,https://www.youtube.com/watch?v=Ox-phY_86WE,false
108,https://www.youtube.com/watch?v=H7gDEt0m2Wk,false
109,https://www.youtube.com/watch?v=G0z50Am4Uw4,false
110,https://www.youtube.com/watch?v=FXUzn239958,false
111,https://www.youtube.com/watch?v=vauAJl29xlw,false
112,https://www.youtube.com/watch?v=nrkgEXh5CSU,false
113,https://www.youtube.com/watch?v=3_rrD_agCUo,false
114,https://www.youtube.com/watch?v=hVPFNZtXegQ,false
115,https://www.youtube.com/watch?v=Kua9cY8q_EI,false
116,https://www.youtube.com/watch?v=3qlZmXnE1mw,false
117,https://www.youtube.com/watch?v=7DhWFIrQeDA,false
118,https://www.youtube.com/watch?v=Do_UAIkSX0E,false
119,https://www.youtube.com/watch?v=rOCrcOfTsLg,false
120,https://www.youtube.com/watch?v=L6ZJaKqALgM,false
121,https://www.youtube.com/watch?v=YcZfBeFmWOE,false
122,https://www.youtube.com/watch?v=KtgeS2hhV9U,false
123,https://www.youtube.com/watch?v=3dEfc9LL9bQ,false
124,https://www.youtube.com/watch?v=CitDnIbezcc,false
125,https://www.youtube.com/watch?v=aztTf2gI55k,false
126,https://www.youtube.com/watch?v=MlOPPuNv4Ec,false
127,https://www.youtube.com/watch?v=5yuqcfp1xxI,false
128,https://www.youtube.com/watch?v=u5DFBiy1V_I,false
129,https://www.youtube.com/watch?v=7MgWlSHebcY,false
130,https://www.youtube.com/watch?v=6T_-HMkgxt0,false
131,https://www.youtube.com/watch?v=Wnptqz_177E,false
132,https://www.youtube.com/watch?v=IlnskJj6LRs,false
133,https://www.youtube.com/watch?v=l_IHSRPVqwQ,false
134,https://www.youtube.com/watch?v=Xh0bdzeAZ1w,false
135,https://www.youtube.com/watch?v=AwmJHcx2iHg,false
136,https://www.youtube.com/watch?v=bhTroAIzJ9k,false
137,https://www.youtube.com/watch?v=lKqUggbSlHw,false
138,https://www.youtube.com/watch?v=ZHrPWyMfr-8,false
139,https://www.youtube.com/watch?v=WJnrMNCahxc,false
140,https://www.youtube.com/watch?v=sJkIVg0upJ4,false
141,https://www.youtube.com/watch?v=NkjD4xIhfTw,false
142,https://www.youtube.com/watch?v=KTvvYYVLH8w,false
143,https://www.youtube.com/watch?v=4ehDRCE1Z38,false
144,https://www.youtube.com/watch?v=Y5bSxcec-KE,false
145,https://www.youtube.com/watch?v=HGHQ5R3NwrA,false
146,https://www.youtube.com/watch?v=kUFWalEf31w,false
147,https://www.youtube.com/watch?v=5aJ2QAO9PZo,false
148,https://www.youtube.com/watch?v=zC03p4j_5Yc,false
149,https://www.youtube.com/watch?v=0SyLqFuf_SU,false
150,https://www.youtube.com/watch?v=0sxFWAiKnHg,false
151,https://www.youtube.com/watch?v=ZDLbakOm3mM,false
152,https://www.youtube.com/watch?v=3wtKZCHH7l0,false
153,https://www.youtube.com/watch?v=l06PlYNShpQ,false
154,https://www.youtube.com/watch?v=pReT94WMMHQ,false
155,https://www.youtube.com/watch?v=uAAuNjNXaIM,false
156,https://www.youtube.com/watch?v=dc766aW5OZo,false
157,https://www.youtube.com/watch?v=MnU8RL-RVfI,false
158,https://www.youtube.com/watch?v=LWJPn-xMu0s,false
159,https://www.youtube.com/watch?v=tzHbFzF6W20,false
160,https://www.youtube.com/watch?v=fd4QZbw58fU,false
161,https://www.youtube.com/watch?v=mLsoJkQb0Cs,false
162,https://www.youtube.com/watch?v=Cp3xW4uncbk,false
163,https://www.youtube.com/watch?v=RTTiQeXXrhI,false
164,https://www.youtube.com/watch?v=6TOEWPDrnwQ,false
165,https://www.youtube.com/watch?v=pzeKPiwEfXk,false
166,https://www.youtube.com/watch?v=8f8Vhoh9Y3Q,false
167,https://www.youtube.com/watch?v=pJiH5oeI91o,true
168,https://www.youtube.com/watch?v=GDR4QByVdCc,false
169,https://www.youtube.com/watch?v=KFTMBTDGTx8,false
170,https://www.youtube.com/watch?v=HFuLvGf0g0c,false
171,https://www.youtube.com/watch?v=we7PysQbOvc,false
172,https://www.youtube.com/watch?v=pKFQGXu1zfo,false
173,https://www.youtube.com/watch?v=68fe1tzkLWQ,false
174,https://www.youtube.com/watch?v=vD8Yk7JrBL8,false
175,https://www.youtube.com/watch?v=EmTQXtdi1XM,false
176,https://www.youtube.com/watch?v=NYfmxb1OqzE,false
177,https://www.youtube.com/watch?v=6TfLVL5GeE4,false
178,https://www.youtube.com/watch?v=56MgVgnRBSs,false
179,https://www.youtube.com/watch?v=L9VysWRHPdI,false
180,https://www.youtube.com/watch?v=cwPOtPDUlU8,false
181,https://www.youtube.com/watch?v=-scV7LLvdh8,false
182,https://www.youtube.com/watch?v=EXBGRxmLqOU,false
183,https://www.youtube.com/watch?v=uuNaaar6C5g,false
184,https://www.youtube.com/watch?v=0srgPxK-WhQ,false
185,https://www.youtube.com/watch?v=Q2wAsxbLyMM,false
186,https://www.youtube.com/watch?v=5hMie-xZFzQ,false
187,https://www.youtube.com/watch?v=P5atYpVtpfA,false
188,https://www.youtube.com/watch?v=vhx1iphnaNQ,false
189,https://www.youtube.com/watch?v=v07whIRP9zw,false
190,https://www.youtube.com/watch?v=aHNmVV7THBs,false
191,https://www.youtube.com/watch?v=yB_NtELI3uY,false
192,https://www.youtube.com/watch?v=JwETLRMandY,false
193,https://www.youtube.com/watch?v=DD0nHDb5_bE,false
194,https://www.youtube.com/watch?v=tF28TY2qZww,false
195,https://www.youtube.com/watch?v=reb7O8LNZrM,false
196,https://www.youtube.com/watch?v=T4zpQvGg8rs,false
197,https://www.youtube.com/watch?v=Tri2WUiDNbo,false
198,https://www.youtube.com/watch?v=PGqU_stcXDw,false
199,https://www.youtube.com/watch?v=oa9VQuPsivU,false
200,https://www.youtube.com/watch?v=R5dPvW7NMJE,false
201,https://www.youtube.com/watch?v=hXp3STQpakQ,false
202,https://www.youtube.com/watch?v=ffPHJi4oNUA,false
203,https://www.youtube.com/watch?v=HgPj6e3jtz0,false
204,https://www.youtube.com/watch?v=K37gF3xqAs0,false
205,https://www.youtube.com/watch?v=HaMjPs66cTs,false
206,https://www.youtube.com/watch?v=B821HqH-dWI,false
207,https://www.youtube.com/watch?v=M3SMUpNH_6I,false
208,https://www.youtube.com/watch?v=ogqTF8o8bJQ,false
209,https://www.youtube.com/watch?v=P8BEDv_p8TQ,false
210,https://www.youtube.com/watch?v=OmDAIeWDqt0,false
211,https://www.youtube.com/watch?v=pYQtusd8deU,false
212,https://www.youtube.com/watch?v=Sv3Pqb2F_xc,false
213,https://www.youtube.com/watch?v=ZYqG31V4qtA,false
214,https://www.youtube.com/watch?v=DdzwSM3HAuA,false
215,https://www.youtube.com/watch?v=JBwMDfMfSNU,false
216,https://www.youtube.com/watch?v=Wy0SrAp2vpo,false
217,https://www.youtube.com/watch?v=UTwgInKmEHI,false
218,https://www.youtube.com/watch?v=Fhku890ClJI,false
219,https://www.youtube.com/watch?v=d3dNoCRzbAs,false
220,https://www.youtube.com/watch?v=u_vSMtmz9TA,false
221,https://www.youtube.com/watch?v=KU4qOebhkfs,false
222,https://www.youtube.com/watch?v=nwCtvpgwm5o,false
223,https://www.youtube.com/watch?v=L15Ox1WN1yQ,false
224,https://www.youtube.com/watch?v=2i1PdfaAKFA,false
225,https://www.youtube.com/watch?v=ar-HKYkWlvw,false
226,https://www.youtube.com/watch?v=IbYG7q9OO18,false
227,https://www.youtube.com/watch?v=zhaATaghK_4,false
228,https://www.youtube.com/watch?v=UsQN1iCxT2M,false
229,https://www.youtube.com/watch?v=XH_ItFEycHo,false
230,https://www.youtube.com/watch?v=QSYFHrCJE0I,false
231,https://www.youtube.com/watch?v=mnk6gnOBYIo,false
232,https://www.youtube.com/watch?v=8EcMKg7awXg,false
233,https://www.youtube.com/watch?v=05X0RRmUtE0,false
234,https://www.youtube.com/watch?v=hkfbg-sHwDo,false
235,https://www.youtube.com/watch?v=U6d7E1uKSmg,false
236,https://www.youtube.com/watch?v=FAy9N1vX76o,false
237,https://www.youtube.com/watch?v=0Ml6T6F5Dec,false
238,https://www.youtube.com/watch?v=iBbcgqnFdIw,false
239,https://www.youtube.com/watch?v=SIJAEcOL6sI,false
240,https://www.youtube.com/watch?v=S00WsL6cnvw,false
241,https://www.youtube.com/watch?v=MagpVOMeXlY,false
242,https://www.youtube.com/watch?v=0hMdQAjy43A,false
243,https://www.youtube.com/watch?v=SPoPwrQwm_g,false
244,https://www.youtube.com/watch?v=QNEIFeH7rJ0,false
245,https://www.youtube.com/watch?v=ZbZ32mqmsrg,false
246,https://www.youtube.com/watch?v=dqai0_nnTgs,false
247,https://www.youtube.com/watch?v=KvfdBdZgE-Q,false
248,https://www.youtube.com/watch?v=mAFMJ1LnQu8,true
249,https://www.youtube.com/watch?v=fbipJUJLzpE,false
250,https://www.youtube.com/watch?v=REx_qSTulJM,false
251,https://www.youtube.com/watch?v=7Wm7sEn8Mc8,false
252,https://www.youtube.com/watch?v=EtZXMj_gUjU,false
253,https://www.youtube.com/watch?v=D_xftS6ydXQ,false
254,https://www.youtube.com/watch?v=4DKLA7w9eeA,false
255,https://www.youtube.com/watch?v=vEX4lnnw6LE,false
256,https://www.youtube.com/watch?v=Bw7Zu3LoeG8,false
257,https://www.youtube.com/watch?v=vupP1rS4MLw,false
258,https://www.youtube.com/watch?v=FWPpboMvLMU,false
259,https://www.youtube.com/watch?v=jW6gzAa-VUE,false
260,https://www.youtube.com/watch?v=rq8v53y3lRA,true
261,https://www.youtube.com/watch?v=zNVCP9PeX9c,false
262,https://www.youtube.com/watch?v=7iwgyzX-76g,false
263,https://www.youtube.com/watch?v=78dHkn1O1EM,false
264,https://www.youtube.com/watch?v=DX-F0B0hG1M,false
265,https://www.youtube.com/watch?v=jOH5T-HfqXE,false
266,https://www.youtube.com/watch?v=Va9vbM4EXbM,false
267,https://www.youtube.com/watch?v=1LaKH5etJoE,false
268,https://www.youtube.com/watch?v=MCWmQbbIFjc,false
269,https://www.youtube.com/watch?v=yh2XYkRwtBQ,false
270,https://www.youtube.com/watch?v=xWjOh0Ph8uM,false
271,https://www.youtube.com/watch?v=GCw9uG56foo,false
272,https://www.youtube.com/watch?v=_VotJ1IZPSw,false
273,https://www.youtube.com/watch?v=SvluAN9ngmk,false
274,https://www.youtube.com/watch?v=4YIkw7vBGyk,false
275,https://www.youtube.com/watch?v=rei5vMQmD4Q,false
276,https://www.youtube.com/watch?v=zcLbSCinX3U,false
277,https://www.youtube.com/watch?v=4eSADWuZskk,false
278,https://www.youtube.com/watch?v=OEUCNh5g-2I,false
279,https://www.youtube.com/watch?v=mIB389tqzCI,true
280,https://www.youtube.com/watch?v=nva6oPszm60,false
281,https://www.youtube.com/watch?v=cxjhTVR_dJw,true
282,https://www.youtube.com/watch?v=AGScX_8plYw,false
283,https://www.youtube.com/watch?v=hAsZCTL__lo,false
284,https://www.youtube.com/watch?v=rKn-vWDMkwQ,false
285,https://www.youtube.com/watch?v=imJ9QgOJHzY,false
286,https://www.youtube.com/watch?v=lQmI5A27Iv8,false
287,https://www.youtube.com/watch?v=JISJ_YTI9s0,false
288,https://www.youtube.com/watch?v=X089oYPc5Pg,false
289,https://www.youtube.com/watch?v=af6FBA-n7eA,false
290,https://www.youtube.com/watch?v=DevM3bbGtoA,false
291,https://www.youtube.com/watch?v=OgMH7EPXTDI,false
292,https://www.youtube.com/watch?v=0pig4kwaXyM,false
293,https://www.youtube.com/watch?v=KcxKWudhkpc,false
294,https://www.youtube.com/watch?v=ynaWhgKhLpU,false
295,https://www.youtube.com/watch?v=bvzrCNudFqE,false
296,https://www.youtube.com/watch?v=B4sXv7fvBt4,false
297,https://www.youtube.com/watch?v=XJ_f8eP6vdc,false
298,https://www.youtube.com/watch?v=ZvO0BotGcqE,false
299,https://www.youtube.com/watch?v=8zoPyMAsVek,false
300,https://www.youtube.com/watch?v=kHad-0odf48,false
301,https://www.youtube.com/watch?v=ICs0a5sooag,false
302,https://www.youtube.com/watch?v=HJRkSCf3dms,false
303,https://www.youtube.com/watch?v=AcZu_NPH8q0,false
304,https://www.youtube.com/watch?v=N7iTcpLME0M,false
305,https://www.youtube.com/watch?v=NfDuf0NLXV4,false
306,https://www.youtube.com/watch?v=2gWqmZ05kq8,false
307,https://www.youtube.com/watch?v=hGUESEq75ZI,false
308,https://www.youtube.com/watch?v=Pf_k8Lg4dmo,false
309,https://www.youtube.com/watch?v=egK54kkxIxE,false
310,https://www.youtube.com/watch?v=IqJoMdxT7XI,false
311,https://www.youtube.com/watch?v=c7k-5orDn6k,false
312,https://www.youtube.com/watch?v=cg4rfeX4m_E,false
313,https://www.youtube.com/watch?v=TAaTbf13ipg,false
314,https://www.youtube.com/watch?v=HOE-JssEr5A,false
315,https://www.youtube.com/watch?v=ZMB4S3A6mQA,false
316,https://www.youtube.com/watch?v=v7MYOpFONCU,false
317,https://www.youtube.com/watch?v=gjiqbl1N22o,false
318,https://www.youtube.com/watch?v=1H-HOPiai5Y,false
319,https://www.youtube.com/watch?v=OeRa1St6KtM,false
320,https://www.youtube.com/watch?v=5pJbM2LU7AY,false
321,https://www.youtube.com/watch?v=pgnF42ZoRSw,false
322,https://www.youtube.com/watch?v=uY_jeaxVgIE,false
323,https://www.youtube.com/watch?v=y-eIhBThlrY,false
324,https://www.youtube.com/watch?v=CoDPTJ-3qCM,false
325,https://www.youtube.com/watch?v=S6M85rboYy0,false
326,https://www.youtube.com/watch?v=-EA2FQXs4dw,false
327,https://www.youtube.com/watch?v=m6c6RianKgE,false
328,https://www.youtube.com/watch?v=DoSBtwywius,false
329,https://www.youtube.com/watch?v=jvzeZCZluJ0,false
330,https://www.youtube.com/watch?v=Lfcschg9uwU,false
331,https://www.youtube.com/watch?v=N6jF1dxN6eQ,false
332,https://www.youtube.com/watch?v=aFZ5ofmZt58,true
333,https://www.youtube.com/watch?v=oOOOfZWXPu4,true
334,https://www.youtube.com/watch?v=M13dWRL9qkc,false
335,https://www.youtube.com/watch?v=2892TZEZidI,false
336,https://www.youtube.com/watch?v=FiyWy0FOdIM,false
337,https://www.youtube.com/watch?v=4PLhxYIDwJs,false
338,https://www.youtube.com/watch?v=1Zt1P41pjE4,false
339,https://www.youtube.com/watch?v=hKe7KhqEb6s,false
340,https://www.youtube.com/watch?v=pFJoXEdsBAA,false
341,https://www.youtube.com/watch?v=LGOmbNRlZdM,false
342,https://www.youtube.com/watch?v=gV1y4av1GAo,false
343,https://www.youtube.com/watch?v=pnWCQV-pLt0,false
344,https://www.youtube.com/watch?v=mpxBmxj5mP0,false
345,https://www.youtube.com/watch?v=qobsfVJmoHI,false
346,https://www.youtube.com/watch?v=UVfex2bCJCQ,true
347,https://www.youtube.com/watch?v=DT3SInHr9ck,false
348,https://www.youtube.com/watch?v=ebfb7P3SBOo,false
349,https://www.youtube.com/watch?v=xgr4qibTVCQ,false
350,https://www.youtube.com/watch?v=-d8gcfbjoZM,false
351,https://www.youtube.com/watch?v=dvl1aI4HHgo,false
352,https://www.youtube.com/watch?v=0QZXipbaRQs,false
353,https://www.youtube.com/watch?v=TBDVKH7OV78,false
354,https://www.youtube.com/watch?v=DhsYEf08Fqk,false
355,https://www.youtube.com/watch?v=X5nKGl0yCpY,false
356,https://www.youtube.com/watch?v=MmrKp8C85LU,false
357,https://www.youtube.com/watch?v=a8apEJ5Zt2s,false
358,https://www.youtube.com/watch?v=vuaiqcjf0bs,false
359,https://www.youtube.com/watch?v=PwyYYFKWEAg,false
360,https://www.youtube.com/watch?v=s6UeBoV3g7Y,false
361,https://www.youtube.com/watch?v=mRMxNiEMqmM,false
362,https://www.youtube.com/watch?v=OX31kZbAXsA,false
363,https://www.youtube.com/watch?v=M8NFhjj0bUk,false
364,https://www.youtube.com/watch?v=kn4AR7CbluE,false
365,https://www.youtube.com/watch?v=zbEf5aOiY2Y,false
366,https://www.youtube.com/watch?v=4ByKe3PCVGs,false
367,https://www.youtube.com/watch?v=Nfz46HXvPLc,false
368,https://www.youtube.com/watch?v=CZAfgcYkKb0,false
369,https://www.youtube.com/watch?v=stM2CPF9YAY,false
370,https://www.youtube.com/watch?v=K8IRDdjkUzE,false
371,https://www.youtube.com/watch?v=sfA73Wcq0fo,false
372,https://www.youtube.com/watch?v=Td1lgAW08ho,false
373,https://www.youtube.com/watch?v=-zzcfNecsRY,false
374,https://www.youtube.com/watch?v=m3YnpwAAHhM,false
375,https://www.youtube.com/watch?v=zuyjg_AWubU,false
376,https://www.youtube.com/watch?v=o1MIhHdDUQk,false
377,https://www.youtube.com/watch?v=XziVC8YUE5M,false
378,https://www.youtube.com/watch?v=b4Wp4SzdNj4,false
379,https://www.youtube.com/watch?v=hiLlNzxDfAg,false
380,https://www.youtube.com/watch?v=5rwYjRzLHHI,false
381,https://www.youtube.com/watch?v=518AWHLn3ZU,false
382,https://www.youtube.com/watch?v=P3gqwkjDDa8,false
383,https://www.youtube.com/watch?v=rXz0veV1AuU,false
384,https://www.youtube.com/watch?v=9S-U5f140-U,false
385,https://www.youtube.com/watch?v=bYbCYgYZVT8,false
386,https://www.youtube.com/watch?v=w_HKRUPN1Mk,false
387,https://www.youtube.com/watch?v=WGZh-xP-q7A,false
388,https://www.youtube.com/watch?v=sa8eqMFIHVE,false
389,https://www.youtube.com/watch?v=IUB7r-Omy48,false
390,https://www.youtube.com/watch?v=p_jnz4eBPIs,false
391,https://www.youtube.com/watch?v=6l8K1eH624I,false
392,https://www.youtube.com/watch?v=w2CXwq-HFIY,false
393,https://www.youtube.com/watch?v=Hl7Dx895ND4,false
394,https://www.youtube.com/watch?v=Y4uIvK8Y7t8,false
395,https://www.youtube.com/watch?v=cx-mn95FJ-0,false
396,https://www.youtube.com/watch?v=uWtU8pGspj0,false
397,https://www.youtube.com/watch?v=Cjdmc3JKgq4,false
398,https://www.youtube.com/watch?v=refg6sdnCd0,false
399,https://www.youtube.com/watch?v=AZNLCzL1WAg,false
400,https://www.youtube.com/watch?v=194aNoSSvS4,false
401,https://www.youtube.com/watch?v=KvM8xKvpCVA,true
402,https://www.youtube.com/watch?v=wQMCvQ01e80,false
403,https://www.youtube.com/watch?v=8mFUTpvetjM,false
404,https://www.youtube.com/watch?v=tFmb5h1lN-w,false
405,https://www.youtube.com/watch?v=gfkBHJeMx2Y,false
406,https://www.youtube.com/watch?v=gg-qVqjUN_w,false
407,https://www.youtube.com/watch?v=x7rt6BZYscs,false
408,https://www.youtube.com/watch?v=uPxni4t7rtM,false
409,https://www.youtube.com/watch?v=ajJaYGnKpu4,false
410,https://www.youtube.com/watch?v=SHOMc4XU8jM,true
411,https://www.youtube.com/watch?v=_6ZBo2dkcNU,false
412,https://www.youtube.com/watch?v=Po5iEqDDv3U,false
413,https://www.youtube.com/watch?v=pj0Mu0bkO_g,false
414,https://www.youtube.com/watch?v=hYfDn1xQUuc,false
415,https://www.youtube.com/watch?v=jUzKDO3ue1I,false
416,https://www.youtube.com/watch?v=L3oqktdx2a8,false
417,https://www.youtube.com/watch?v=SN0CvLhksbM,false
418,https://www.youtube.com/watch?v=agjWlThwn-4,false
419,https://www.youtube.com/watch?v=7ci7mFBuShQ,false
420,https://www.youtube.com/watch?v=HuLsrr79-Pw,false
421,https://www.youtube.com/watch?v=5piTyl2wzNk,false
422,https://www.youtube.com/watch?v=ax1stHWzxKQ,false
423,https://www.youtube.com/watch?v=5ZosFi-IzRU,false
424,https://www.youtube.com/watch?v=eQ_8F4nzyiw,false
425,https://www.youtube.com/watch?v=M0bo9wIEAUQ,false
426,https://www.youtube.com/watch?v=wnftQx-_YG0,false
427,https://www.youtube.com/watch?v=7CZq5SkIiu0,false
428,https://www.youtube.com/watch?v=XGrJXFh8fdw,false
429,https://www.youtube.com/watch?v=PTnWkQoD4FE,false
430,https://www.youtube.com/watch?v=bn116YvMblw,true
431,https://www.youtube.com/watch?v=4halg2kzPms,false
432,https://www.youtube.com/watch?v=EozeSDeV3Vo,false
433,https://www.youtube.com/watch?v=kUiafAvmsA8,false
434,https://www.youtube.com/watch?v=6u4ew6IT4Vo,false
435,https://www.youtube.com/watch?v=sWrqyQWfhrs,false
436,https://www.youtube.com/watch?v=LRkNJmHfAs4,false
437,https://www.youtube.com/watch?v=SFh_hmTb0fk,false
438,https://www.youtube.com/watch?v=NXN6ejswSR8,false
439,https://www.youtube.com/watch?v=o3HlyPsf9uo,false
440,https://www.youtube.com/watch?v=Luh2mUIXsYc,false
441,https://www.youtube.com/watch?v=8RIxgAgmfpk,false
442,https://www.youtube.com/watch?v=76KPzzMccjM,false
443,https://www.youtube.com/watch?v=yGFZK6Ru28o,false
444,https://www.youtube.com/watch?v=_Sd608uzI0Q,false
445,https://www.youtube.com/watch?v=RZsDatvyKUo,false
446,https://www.youtube.com/watch?v=DsZtTpBk7s0,false
447,https://www.youtube.com/watch?v=YYa-csmwDPg,false
448,https://www.youtube.com/watch?v=4sAeslM74U8,false
449,https://www.youtube.com/watch?v=yIVqIAv11Gg,false
450,https://www.youtube.com/watch?v=0lGHN5R-ROM,true
451,https://www.youtube.com/watch?v=y7aDi0-FC7o,false
452,https://www.youtube.com/watch?v=qNq3O0JzUwQ,false
453,https://www.youtube.com/watch?v=ND6xYVB6Hi4,false
454,https://www.youtube.com/watch?v=qXUJSCZiU48,false
